2011,tt0945513,Source Code,Duncan Jones,44010,3417,5970,14178,12538,4910,1638,599,271,176,313,175053,10636,3.8,170,470,525,177,45,31,184,3.7,10,15,14,5,4,0,419,4.3,9,23,8,2,2,0,555,3.9,1,15,10,5,0,0,401,4.2,12,36,17,8,3,0,50,49,14,7,4
2010,tt0954947,The Killer Inside Me,Michael Winterbottom,4789,276,227,660,1094,1055,621,325,187,130,214,140586,2526,2.6,25,101,135,116,79,58,29,3.1,0,1,2,0,0,1,44,2.8,1,1,2,2,4,1,22,2.9,0,0,0,2,0,1,20,3.1,0,0,2,1,0,0,0,0,0,0,0
2010,tt0955308,Robin Hood,Ridley Scott,29459,1881,2095,5285,8352,5951,2883,1295,651,384,682,126127,14653,3.2,266,588,420,466,208,246,263,3.4,5,13,16,8,4,0,271,4,3,5,8,12,1,2,625,3.5,7,21,12,13,5,4,584,4.1,22,48,18,24,5,3,8,9,17,5,1
2010,tt0959329,Nine Dead,Chris Shadley,2115,174,67,136,271,423,417,253,151,98,125,182263,282,2,3,3,19,29,22,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,tt0970866,Little Fockers,Paul Weitz,12291,445,230,739,1687,2862,2741,1439,814,552,782,126523,3681,2.7,28,61,177,162,70,37,118,2.6,1,3,4,6,14,0,157,3.6,2,3,9,4,3,0,145,2.9,0,5,10,8,1,1,129,3.3,3,5,7,8,4,0,14,7,12,24,27
2011,tt0978764,Sucker Punch,Zack Snyder,31415,3533,2401,4463,5569,4992,3443,2326,1615,1188,1885,126882,11394,3.4,413,552,386,283,207,183,81,3.2,5,8,5,1,2,0,435,4.1,18,22,7,2,7,0,530,3.3,12,21,14,13,3,2,211,3.2,9,21,15,5,7,4,0,0,0,0,0
2010,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,Michael Apted,15523,1550,1033,2357,3873,3379,1736,737,311,191,356,127922,5605,3.1,95,151,198,151,77,55,91,3.3,2,2,5,6,3,0,540,4.2,13,7,7,3,0,1,132,3.4,4,0,5,4,0,0,209,3.5,6,11,6,9,5,2,250,133,121,58,108
2013,tt0993846,The Wolf of Wall Street,Martin Scorsese,62247,13124,15952,15966,8731,3670,1620,858,599,509,1218,127524,17926,4.1,540,826,329,242,140,189,462,3.8,12,19,12,9,0,11,1738,4.5,78,48,20,15,12,4,726,4.4,29,27,11,7,7,3,169,3.8,16,16,8,1,4,3,310,149,81,47,37
2012,tt0995845,The Courier,Hany Abu-Assad,477,23,13,16,28,65,108,85,56,39,44,42807,94,2,0,0,1,6,14,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,tt1001526,Megamind,Tom McGrath,23189,2129,2590,6088,7119,3203,1112,403,181,114,250,127741,3793,3.5,48,158,179,84,30,17,80,3.7,1,5,4,4,0,0,361,4.3,16,11,6,0,0,0,127,3.5,2,3,6,1,0,0,221,3.9,8,23,6,8,0,0,0,0,0,0,0
2010,tt1013743,Knight and Day,James Mangold,22149,1383,1202,3161,5923,5039,2615,1289,594,378,565,145368,8910,3.1,145,359,494,248,81,55,126,2.9,2,4,6,4,6,1,269,3.7,3,4,3,11,6,1,397,3.3,4,7,21,4,4,1,441,3.8,9,47,26,24,5,2,15,16,24,10,11
2010,tt1017451,The Runaways,Floria Sigismondi,9082,1016,623,1375,2379,1832,859,412,191,135,260,141329,1909,3.8,49,91,99,32,11,2,26,3.6,3,0,0,0,0,0,189,3.8,3,1,4,7,0,1,20,3.4,0,0,1,0,0,0,10,3.2,0,0,1,0,0,0,0,0,0,0,0
2013,tt1025102,The Pardon,Tom Anton,52,19,3,3,5,5,4,3,2,2,6,129056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
