2013,tt2946582,5.7,319,Barbie Mariposa and the Fairy Princess
2013,tt2630134,5.1,631,Barbie in the Pink Shoes
2013,tt2363564,6.3,467,"Barcelona, nit d'estiu"
2013,tt3099638,6.7,36,Barfi
2013,tt1563772,5.4,34,Barracuda
2013,tt3056386,4.1,216,Barrio Universitario
2013,tt2800986,5.7,10,Barroco
2013,tt1788355,7.7,21,Baseball's Last Hero: 21 Clemente Stories
2013,tt3118628,7.3,40,Bastardo
2013,tt2821088,6.2,1863,Les salauds
2013,tt2122283,8,95,Bastards of Young
2013,tt2691554,3.1,233,Bath Salt Zombies
2013,tt2186783,4.8,1175,Battle Ground
2013,tt2210463,4.5,2448,Battle of the Damned
2013,tt1532958,4.9,6934,Battle of the Year
2013,tt2902176,6.9,18,Bauyr
2013,tt3306776,5.8,409,Bayonetta: Bloody Fate
2013,tt2298304,7.7,58,Beach Pillows
2013,tt2451688,6.2,29,Beast: A Monster Among Men
2013,tt2274042,4.2,76,Beat Girl
2013,tt3214448,6.7,34,Beautiful Beast
2013,tt1559547,6.2,57421,Beautiful Creatures
2013,tt3240036,6.1,127,Bebe
2013,tt1928123,4.8,434,Before Dawn
2013,tt2396659,7.3,59,Before I Sleep
2013,tt2209418,8,75323,Before Midnight
2013,tt2560440,7.3,251,Før snøen faller
2013,tt2215466,6.5,57,Tsuya no yoru
2013,tt2231630,6.3,893,Avant l'hiver
2013,tt1945037,6.8,48,Begin Again
2013,tt1980929,7.5,62428,Begin Again
2013,tt2999688,5.6,42,Behind Closed Doors
2013,tt2704282,6.4,38,Behind the Camera: Why Mr. E. Went to Hollywood
2013,tt2193368,5.8,12,Behind the Horror
2013,tt1458408,7.5,18,Behind the Scenes of Total Hell: The Jamie Gunn Chronicles
2013,tt3283714,7.5,2125,Behzat Ç.: Ankara Yaniyor
2013,tt3175936,5.9,317,Bei tou zou de na wu nian
2013,tt1754830,7.9,52,Being Us
2013,tt3212802,5.9,77,Bekhatere Pooneh
2013,tt3281892,5.8,21,Bekikang: Ang nanay kong beki
2013,tt1830495,4.1,423,Bela Kiss: Prologue
2013,tt2009606,5.5,436,Believe
2013,tt2338138,7.1,29,Believe Again
2013,tt2404181,7.4,12260,Belle
2013,tt3146360,6.8,1670,Belle et Sébastien
2013,tt2852460,6.1,172,Bends
2013,tt2325518,3.8,1629,Beneath
