tt2140577,223,526,454,93,74
tt2388637,69,322,728,198,30
tt2178470,266,560,429,75,13
tt2349460,481,326,263,99,173
tt3043630,107,69,121,115,897
tt2437954,633,251,176,84,130
tt2387559,75,380,673,91,14
tt1907707,317,339,328,125,115
tt0409379,239,409,397,99,80
tt2463512,161,414,460,102,61
tt2034139,22,74,340,495,249
tt2479800,347,412,237,52,90
tt2218003,32,199,671,208,18
tt1229340,85,226,508,233,57
tt2064816,152,141,329,244,228
tt2265398,56,244,542,202,41
tt2304771,83,320,533,79,15
tt2058107,63,219,555,157,20
tt2388715,57,324,441,144,34
tt1951216,36,210,578,137,17
tt1425922,218,127,161,115,354
tt2012011,77,362,402,103,27
tt1995341,65,208,379,198,85
tt2765340,145,342,275,72,79
tt1462411,155,238,294,101,83
tt2167202,19,87,292,359,110
tt1860238,217,245,246,83,71
tt1618432,263,114,90,110,259
tt1931466,97,127,329,161,118
tt1748260,196,259,269,67,36
tt2265534,38,170,430,141,24
tt2292959,9,36,178,373,182
tt1894476,68,128,350,193,32
tt1876330,302,141,159,73,81
tt2094064,80,284,316,51,13
tt1390398,222,242,170,54,46
tt2948266,62,187,273,123,80
tt1932718,44,141,418,92,14
tt2170299,69,233,334,48,8
tt2193418,13,30,189,269,172
tt1758795,16,62,278,233,70
tt2172935,119,215,188,44,15
tt1798291,96,257,159,38,30
tt2319580,178,263,71,11,14
tt1762399,32,118,294,79,14
tt2377938,56,203,233,39,2
tt2828840,99,254,114,24,16
tt1532958,30,114,260,78,20
tt1551641,133,133,127,34,73
tt1486834,236,150,47,18,45
tt1839642,92,150,181,35,22
tt2404555,111,111,139,55,63
tt2309021,7,49,201,169,48
tt2083231,11,27,185,190,53
tt2076216,85,36,82,87,172
tt2112124,36,106,240,58,14
tt1375789,37,134,217,48,14
tt1698648,19,60,229,100,18
tt3086582,37,42,56,52,240
tt2856674,138,50,66,52,91
tt2739338,207,43,28,17,97
tt1528071,185,91,46,17,47
tt2306745,152,148,43,0,3
tt2797242,40,159,115,3,4
tt1029231,18,29,176,65,24
tt2429074,19,60,180,39,8
tt2436516,14,44,138,67,23
tt2724064,20,9,29,89,139
tt2083355,15,42,151,63,10
tt2290065,11,33,132,72,22
