Name,Year,imdb ID,Allo ID,imdb 10,imdb 9,imdb 8,imdb 7,imdb 6,imdb 5,imdb 4,imdb 3,imdb 2,imdb 1,douban 5,douban 4,douban 3,douban 2,douban 1,frNumVot,frRat,fr 5,fr 4,fr 3,fr 2,fr 1,fr 0,esNumVot,esRat,es 5,es 4,es 3,es 2,es 1,es 0,ptNumVot,ptRat,pt 5,pt 4,pt 3,pt 2,pt 1,pt 0,deNumVot,deRat,de 5,de 4,de 3,de 2,de 1,de 0,trNumVot,trRat,tr 5,tr 4,tr 3,tr 2,tr 1,tr 0
Aquadro,2013,tt2716374,225414,0,0,0,0,1,1,0,0,0,1,,,,,,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breakfast with Jonny Wilkinson,2013,tt3198544,224623,1,0,0,0,1,3,2,0,1,1,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Strange Course of Events,2013,tt2901690,209781,1,0,0,0,0,1,0,2,1,1,,,,,,22,3.2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Lyubov v SSSR,2013,tt2649174,222547,0,0,0,0,0,0,0,0,1,1,,,,,,7,2.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ma maman est en Amérique, elle a rencontré Buffalo Bill",2013,tt2768474,220965,0,0,0,0,0,2,0,0,0,1,,,,,,83,3.4,2,14,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poker Night,2013,tt1330613,216323,3,0,1,1,0,0,0,0,2,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Baby Balloon,2013,tt3331326,228014,0,0,0,0,0,0,0,0,0,1,,,,,,65,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Der fast perfekte Mann,2013,tt2041335,196613,0,0,0,0,0,0,0,0,1,0,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasmine,2013,tt3043848,221082,0,0,0,0,0,0,0,0,2,0,,,,,,41,3.4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opium,2013,tt2641648,217676,0,0,0,0,2,0,0,0,1,4,,,,,,21,2.9,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ningen,2013,tt3121042,227674,0,0,1,1,0,0,2,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Kopfüber,2013,tt2271287,217963,0,0,0,0,0,0,0,1,1,0,,,,,,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Penumbra,2013,tt2641152,198630,0,0,0,0,0,0,1,1,1,0,,,,,,5,2.8,0,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puppe,2013,tt1931515,204696,0,0,0,0,0,0,0,0,1,0,,,,,,2,2.9,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Haz de tu vida una obra de arte,2013,tt2347194,229176,1,0,0,0,0,0,0,0,1,1,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Challat de Tunis,2013,tt2930974,228476,0,0,0,0,0,1,0,0,2,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Artémis, coeur d'artichaut",2013,tt2767378,222513,0,0,1,0,0,0,0,0,0,1,,,,,,35,3.3,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Einstein and Einstein,2013,tt3401962,226072,0,1,0,1,0,0,0,0,1,1,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fièvres,2013,tt3405422,224814,0,0,0,1,0,1,0,0,1,0,,,,,,114,4.2,39,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Jingcha Riji,2013,tt3064998,228941,1,0,0,0,1,1,0,0,1,0,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hellhounds,2013,tt2943990,186365,0,2,5,0,1,0,0,0,3,0,,,,,,6,2.6,0,0,0,0,2,4,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Océane,2013,tt2418298,222174,0,0,0,0,1,1,0,0,0,1,,,,,,170,3.3,17,22,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emma's Wings: A Bella Sara Tale,2013,tt2980206,223130,0,0,1,0,0,0,0,1,1,1,,,,,,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friend Request,2013,tt2277308,227115,3,1,1,0,0,0,1,1,2,6,,,,,,15,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boss,2013,tt3667436,224722,0,0,0,0,1,0,0,0,0,1,,,,,,6,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giselle,2013,tt2218772,224221,1,0,0,1,1,0,1,0,1,0,,,,,,11,3.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingdom Come,2013,tt3151724,230840,9,1,2,0,0,0,0,0,1,2,,,,,,74,2.1,0,1,0,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Post partum,2013,tt2319993,192203,0,0,0,2,0,0,1,0,1,0,,,,,,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death March,2013,tt2852446,220808,1,0,0,0,0,4,1,1,1,0,,,,,,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Island,2013,tt2059227,192297,0,1,0,1,0,0,0,0,0,1,,,,,,8,3.4,1,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Win Win,2013,tt2877476,178307,0,0,0,1,0,0,0,0,0,1,,,,,,345,3.3,4,14,19,10,3,2,22,3.1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,22,3.4,0,0,1,0,0,0,23,3.5,0,2,1,0,0,0
Cinco De Mayo,2013,tt2586394,207254,1,1,2,1,2,0,0,0,3,1,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gitme Baba,2013,tt2375540,214687,0,0,0,0,0,0,0,0,1,3,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,1,0,0,0
Innocent,2013,tt3494184,201167,0,0,0,0,0,0,0,0,1,0,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nesma,2013,tt2203296,190384,0,0,0,0,0,3,1,1,0,1,,,,,,10,2.9,0,0,3,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solo,2013,tt2374196,224591,3,2,3,13,17,31,17,10,13,5,,,,,,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wish You Were Here,2013,tt1773836,200611,3,0,1,0,0,0,1,0,2,2,,,,,,6,3.2,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bien profond dans ton âme,2013,tt2791018,225285,1,0,0,0,0,0,0,1,0,2,,,,,,29,3.4,0,11,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millefeuille,2013,tt2956858,220020,0,0,0,0,0,0,0,0,0,2,,,,,,47,2.9,1,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Sky,2013,tt3396636,139201,1,0,0,0,0,0,1,0,1,1,,,,,,52,2.2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.8,0,3,0,1,0,0,0,0,0,0,0,0,0,0
Game,2013,tt2167751,188565,0,0,0,0,1,1,0,0,1,0,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homefront,2013,tt2558484,210839,5,0,1,0,0,1,0,0,1,1,,,,,,3625,3.8,30,135,197,61,17,7,69,3.6,0,2,5,0,1,0,146,4.1,2,2,2,2,0,0,136,3.7,3,1,9,4,0,1,31,3.5,0,0,1,1,0,0
"Par exemple, Electre",2013,tt2662134,217766,0,0,0,0,0,0,1,0,0,1,,,,,,3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dors mon lapin,2013,tt2173190,224739,0,0,0,0,1,3,0,0,0,1,,,,,,7,3.2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indésirables,2013,tt3188750,231135,0,0,0,0,0,0,0,0,1,1,,,,,,29,3.4,2,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Can,2013,tt3114180,198931,4,1,0,0,0,1,0,0,0,1,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,10,3.4,1,0,1,0,0,0
Gabrielle,2013,tt3004010,220424,1,0,0,0,0,1,1,0,0,1,,,,,,370,3.8,10,32,12,7,2,4,5,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0,0,0,0,0,0,4,3.2,0,0,0,0,0,0
Helpless,2013,tt3095256,214961,1,0,0,0,0,2,0,0,1,1,,,,,,7,3.3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Interview,2013,tt2533492,219994,2,0,1,0,1,2,0,0,1,0,,,,,,1575,3.1,10,40,54,35,14,7,28,2.9,0,0,2,1,1,0,225,3.6,12,10,11,7,6,3,96,3.3,1,5,6,4,1,2,19,3.2,0,0,1,1,1,0
White Lie,2013,tt2147591,218034,0,0,0,0,2,0,0,0,1,1,,,,,,13,3.4,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Americano,2013,tt2447918,189242,4,0,0,0,0,0,0,0,0,2,,,,,,249,2.6,2,5,18,13,8,2,0,0,0,0,0,0,0,0,4,2.9,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0
A Estrada 47,2013,tt1841490,202584,0,0,0,0,1,0,0,0,2,0,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Une lettre ne s'écrit pas,2013,tt2375735,226973,0,0,0,0,0,0,0,0,0,1,,,,,,19,3.7,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Truth or Dare,2013,tt2125681,209307,1,0,0,0,2,2,0,0,2,0,,,,,,303,3.1,4,18,35,21,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontera,2013,tt2657944,229453,0,0,0,0,0,0,0,0,1,0,,,,,,23,3.2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0
