Name,Year,imdb ID,Allo ID,imdb 10,imdb 9,imdb 8,imdb 7,imdb 6,imdb 5,imdb 4,imdb 3,imdb 2,imdb 1,douban 5,douban 4,douban 3,douban 2,douban 1,frNumVot,frRat,fr 5,fr 4,fr 3,fr 2,fr 1,fr 0,esNumVot,esRat,es 5,es 4,es 3,es 2,es 1,es 0,ptNumVot,ptRat,pt 5,pt 4,pt 3,pt 2,pt 1,pt 0,deNumVot,deRat,de 5,de 4,de 3,de 2,de 1,de 0,trNumVot,trRat,tr 5,tr 4,tr 3,tr 2,tr 1,tr 0
Hansel & Gretel: Warriors of Witchcraft,2013,tt2381962,216855,18,4,10,7,7,22,22,40,54,111,,,,,,47,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flores Raras,2013,tt2217458,217618,27,26,57,43,28,20,5,8,5,8,,,,,,41,3.7,2,3,1,0,0,0,4,3,0,0,1,0,0,0,154,4.2,13,8,5,1,0,0,7,3,0,1,0,0,0,0,4,3,0,0,0,0,0,0
Marina,2013,tt2614860,224597,6,3,12,7,5,3,3,0,3,5,,,,,,25,3.6,2,2,1,1,0,0,2,3.1,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torment,2013,tt2900822,221552,18,5,19,33,73,104,78,48,22,22,,,,,,60,2.1,0,0,1,8,4,2,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wara no tate,2013,tt2347144,214046,10,6,14,32,23,13,7,3,2,4,,,,,,0,0,0,0,0,0,0,0,5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1,0,0,0,3,3,0,0,0,0,0,0
On the Job,2013,tt2717558,220264,23,22,55,57,36,15,11,3,2,9,,,,,,8,3.1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Run,2013,tt2215457,204846,15,4,9,13,20,36,24,16,15,22,,,,,,16,2.6,0,2,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Age of Dinosaurs,2013,tt2518926,221596,15,3,5,13,18,30,57,65,54,66,,,,,,58,1.7,0,0,1,2,8,3,3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Repentance,2013,tt2012665,225429,32,16,18,44,72,82,56,38,22,39,,,,,,4,2.9,0,0,0,0,0,0,5,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Black Nativity,2013,tt1425922,209793,62,22,38,47,45,51,36,35,24,121,218,127,161,115,354,22,2.9,0,0,0,2,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Free Ride,2013,tt1839482,210409,26,5,23,52,94,67,21,11,8,18,,,,,,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zombie Massacre,2013,tt2081438,131192,12,2,1,4,8,14,17,39,51,91,,,,,,75,1.7,2,0,1,3,5,16,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack the Giant Killer,2013,tt2552498,217596,8,4,5,6,8,23,20,28,44,113,,,,,,15,2.4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W imie...,2013,tt2650642,218035,15,12,29,30,25,19,8,6,3,6,,,,,,98,3.1,0,7,8,1,2,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3.1,1,0,0,0,0,0,3,3,0,0,0,0,0,0
Grand Central,2013,tt2835548,206128,2,4,11,11,21,8,4,5,7,5,,,,,,1511,2.7,6,38,91,66,28,21,3,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Dragonfyre,2013,tt2333508,213849,13,6,4,16,18,20,19,26,23,25,,,,,,63,1.8,2,1,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Muhammad Ali's Greatest Fight,2013,tt2061756,203047,30,33,76,75,42,14,9,4,2,4,,,,,,0,0,0,0,0,0,0,0,5,3.1,0,0,0,0,0,0,6,3.2,0,0,0,0,0,0,4,3.1,0,0,0,0,0,0,4,3.1,0,0,0,0,0,0
A Resurrection,2013,tt1817276,219348,31,9,5,13,28,55,50,40,29,40,,,,,,49,2,0,0,0,1,7,5,0,0,0,0,0,0,0,0,11,2.6,0,1,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500 MPH Storm,2013,tt2518848,218234,10,3,6,5,8,13,20,31,62,124,,,,,,35,1.8,0,0,1,1,1,10,3,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2.6,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Stockholm,2013,tt2380207,208351,3,5,5,11,7,3,1,0,2,0,,,,,,0,0,0,0,0,0,0,0,17,3.3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Five Dances,2013,tt2186781,221375,32,31,47,29,35,13,9,3,7,2,,,,,,40,3.7,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.6,2013,tt2655788,209859,0,0,2,9,11,7,4,3,2,3,,,,,,1629,2.6,7,55,100,98,36,13,0,0,0,0,0,0,0,0,9,2.7,0,0,0,0,0,0,4,2.9,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0
Closer to the Moon,2013,tt2017486,196702,11,6,10,5,6,5,0,1,1,4,,,,,,1,3.1,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100 Degrees Below Zero,2013,tt2538128,221267,12,1,7,3,12,14,25,41,58,81,,,,,,7,2.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradesi,2013,tt2542406,216882,5,6,6,4,4,5,2,0,1,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elle s'en va,2013,tt2289538,210032,9,5,21,40,25,11,7,4,4,7,,,,,,1098,2.7,13,78,65,33,26,15,6,2.9,0,0,2,0,1,0,22,3.6,2,0,0,0,0,0,10,3.2,0,0,0,0,0,0,4,3,0,0,0,0,0,0
Open Road,2013,tt1922679,210190,16,5,16,20,47,57,32,22,10,21,,,,,,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.5,0,1,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matterhorn,2013,tt2650718,222613,3,1,5,5,6,0,2,1,5,6,,,,,,4,3.2,0,0,0,0,0,0,5,3.2,0,0,1,0,0,0,9,3.3,0,0,0,0,0,0,5,3.2,0,0,0,0,0,0,4,3.2,0,0,0,0,0,0
The Retrieval,2013,tt2635006,222895,41,36,73,90,59,22,7,0,4,15,,,,,,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attila Marcel,2013,tt2474438,54342,21,18,14,9,8,5,7,0,2,6,,,,,,389,3.6,10,32,24,15,5,1,0,0,0,0,0,0,0,0,9,3.2,0,0,1,0,0,0,3,3.1,0,0,0,0,0,0,7,3.2,0,0,1,0,0,0
Big Sur,2013,tt1462411,192944,32,19,36,52,66,54,36,16,14,27,5,6,9,3,7,0,0,0,0,0,0,0,0,4,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3.1,0,0,0,0,0,0,5,3.2,0,0,0,0,0,0
Bethlehem,2013,tt2915160,223339,13,18,45,54,17,10,4,5,4,4,,,,,,131,3.8,2,12,6,4,0,0,0,0,0,0,0,0,0,0,7,3.2,0,0,0,0,1,0,7,3.3,0,1,0,0,0,0,3,3.1,0,0,0,0,0,0
A Perfect Man,2013,tt2275471,224821,9,9,9,25,35,55,21,15,10,20,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angels Sing,2013,tt1833888,197870,65,24,30,44,44,35,24,6,4,13,,,,,,8,2.7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hot Flashes,2013,tt2201251,203627,21,9,19,35,46,51,38,26,14,18,,,,,,7,2.9,0,1,0,1,0,0,3,2.9,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0
Girl on a Bicycle,2013,tt1686042,182132,16,18,35,47,46,26,21,12,8,12,,,,,,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R100,2013,tt2914838,221682,16,11,28,33,39,19,13,9,9,7,,,,,,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
American Dreams in China,2013,tt2278392,224222,11,9,24,27,19,6,4,2,2,9,,,,,,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phantom,2013,tt3088580,210772,336,109,126,56,19,60,10,15,18,88,,,,,,188,2.5,0,3,12,16,2,0,10,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2.9,0,0,0,1,0,0,11,2.8,0,0,0,0,0,2
Collision,2013,tt1680123,204251,13,7,17,17,21,24,13,7,7,15,,,,,,386,2.4,7,21,23,24,25,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.1,0,0,0,0,0,0,4,3,0,0,0,0,0,0
The Demented,2013,tt2113792,215344,8,2,5,4,17,29,37,27,26,28,,,,,,69,1.8,0,0,1,10,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lucky Them,2013,tt1885299,192447,43,19,59,80,99,49,23,8,11,18,,,,,,0,0,0,0,0,0,0,0,3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lost Medallion: The Adventures of Billy Stone,2013,tt1390539,218738,32,9,18,27,27,35,23,11,10,22,,,,,,12,2.9,0,0,0,2,0,0,8,2.8,0,0,0,0,0,0,4,2.9,0,0,0,0,0,0,4,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walesa. Czlowiek z nadziei,2013,tt2113820,200174,9,2,11,7,4,4,1,5,3,1,,,,,,74,3.6,1,4,13,0,0,0,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0
Crazy Kind of Love,2013,tt1946310,220791,33,13,37,59,69,57,22,11,3,29,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hide Your Smiling Faces,2013,tt1964773,222171,22,22,29,39,36,21,14,8,8,11,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heute bin ich blond,2013,tt2387806,201650,5,0,7,9,3,2,2,2,1,0,,,,,,27,3.3,0,0,1,2,0,0,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3.3,1,2,1,1,0,0,0,0,0,0,0,0,0,0
Miele,2013,tt2357461,220583,6,4,16,22,9,7,2,3,3,10,,,,,,225,3.6,3,14,20,6,3,0,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3.1,0,0,0,0,0,0,4,3.1,0,0,0,0,0,0
The Green Inferno,2013,tt2403021,207698,53,3,14,21,29,20,12,3,10,49,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.2,0,0,0,0,0,0,4,3.2,0,0,0,0,0,0
Whitewash,2013,tt2297063,204530,14,15,19,42,61,47,29,20,9,15,,,,,,5,2.9,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
McCanick,2013,tt2295564,210623,20,3,11,16,43,58,32,17,14,22,,,,,,47,2.2,0,1,1,6,7,1,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amen,2013,tt2786278,196876,1,1,3,5,1,2,1,1,1,1,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm in Love with a Church Girl,2013,tt1618432,212179,48,17,28,15,18,7,19,24,19,52,3,2,15,8,1,7,3.1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,6,3.2,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Viking Saga: The Darkest Day,2013,tt2320073,221200,10,8,6,15,19,20,13,12,11,14,,,,,,116,1.4,0,1,2,4,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finsterworld,2013,tt2338864,203359,3,3,4,6,7,2,2,3,3,0,,,,,,2,3.1,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.4,1,1,0,1,0,0,2,3.1,0,0,0,0,0,0
Eastern Boys,2013,tt2991092,213991,5,13,13,16,5,1,6,2,2,7,,,,,,662,3.7,18,44,28,13,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Trap for Cinderella,2013,tt1766175,221176,4,5,12,18,25,28,14,12,3,9,,,,,,17,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blood of Redemption,2013,tt2510268,221367,13,2,3,4,18,21,15,11,11,13,,,,,,20,2.4,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanitarium,2013,tt2449810,218855,23,4,10,22,25,50,29,19,19,30,,,,,,64,1.9,0,3,3,6,5,6,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.1,0,1,0,0,0,0,3,3.1,0,0,0,0,0,0
Legendary,2013,tt2369041,176479,16,21,10,3,7,28,29,29,22,21,,,,,,106,4,3,8,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Losejas,2013,tt2924336,225614,3,2,2,2,2,1,2,0,2,0,,,,,,13,2.7,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Kadal,2013,tt2344672,217991,3,2,5,7,7,9,2,1,0,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assassins Run,2013,tt1502417,217568,7,2,6,7,19,19,30,18,21,13,,,,,,3,3.1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,51,3.7,2,2,2,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mischief Night,2013,tt2872810,225021,9,5,16,21,35,57,31,20,13,19,,,,,,36,2.4,1,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Return to Nim's Island,2013,tt2221648,224903,10,4,19,15,28,26,20,8,11,11,,,,,,20,2.8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dead 2: India,2013,tt2917336,224343,18,3,12,46,50,44,11,10,15,13,,,,,,25,2.5,0,0,0,3,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avant l'hiver,2013,tt2231630,212752,0,1,8,9,4,4,1,0,1,1,,,,,,604,2.5,3,19,30,50,17,9,9,3.1,0,0,1,0,0,0,14,3.4,0,0,1,1,0,0,4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bless Me, Ultima",2013,tt1390398,217588,52,33,66,60,52,24,20,9,5,10,24,38,21,8,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liars All,2013,tt1865545,221894,14,3,6,9,18,39,41,20,18,21,,,,,,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Run & Jump,2013,tt2343158,221555,15,16,35,43,38,21,14,12,7,14,,,,,,2,3.1,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,2,3.1,0,1,0,0,0,0
Au bout du conte,2013,tt2241691,201455,1,1,5,6,8,4,2,1,2,3,,,,,,2462,3,24,137,156,124,51,43,6,3.2,0,0,1,0,0,0,15,3.1,0,0,0,0,0,1,4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los insólitos peces gato,2013,tt2414046,222821,6,6,20,21,15,4,5,3,3,6,,,,,,170,3.6,1,4,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,0,2,3,0,0,0,0,0,0
HK: Hentai Kamen,2013,tt2708764,222441,11,2,11,9,10,9,2,4,4,3,,,,,,19,3.1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savannah,2013,tt1797487,201623,45,8,19,19,36,30,20,7,7,15,,,,,,29,3.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yozgat Blues,2013,tt2388819,219937,0,2,2,8,2,4,1,1,2,1,,,,,,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,22,3.6,1,3,3,0,0,0
Slightly Single in L.A.,2013,tt1227931,222401,13,5,11,17,32,51,38,24,12,27,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viaggio sola,2013,tt2261434,225416,5,2,15,29,26,15,2,1,2,7,,,,,,142,3.3,1,9,12,5,1,0,9,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Line,2013,tt1930458,222084,15,6,16,17,40,37,21,21,8,19,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
A Promise,2013,tt2191082,193147,10,1,21,27,25,31,11,8,6,7,,,,,,458,3.3,5,20,30,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pit Stop,2013,tt2397531,222849,32,21,41,47,51,29,21,10,7,14,,,,,,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris à tout prix,2013,tt2420886,210282,3,0,0,6,6,4,5,0,1,1,,,,,,2144,3.3,26,58,125,55,20,25,14,2.9,0,0,3,1,0,0,0,0,0,0,0,0,0,0,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
The Employer,2013,tt1863203,221558,22,6,11,17,24,31,28,26,13,27,,,,,,39,2.2,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jappeloup,2013,tt2018079,175607,6,4,5,7,1,3,4,1,1,2,,,,,,4597,4.2,297,379,157,44,17,35,6,3.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,3.2,0,3,1,0,0,0,0,0,0,0,0,0,0,0
Some Velvet Morning,2013,tt2231138,224687,12,20,32,29,33,34,10,10,6,16,,,,,,4,2.8,0,0,0,0,1,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0
Chilling Visions: 5 Senses of Fear,2013,tt2425886,229042,19,13,9,25,27,33,16,12,11,9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robosapien: Rebooted,2013,tt1037222,130375,12,0,6,5,11,26,13,6,6,17,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Day,2013,tt1772262,218363,18,7,9,7,22,8,6,14,11,24,,,,,,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Avalanche Sharks,2013,tt2622826,221251,5,1,0,3,1,3,2,6,15,30,,,,,,88,1.6,2,1,5,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epizoda u zivotu beraca zeljeza,2013,tt2507592,217451,3,3,9,10,4,6,7,0,1,4,,,,,,23,3.2,0,3,5,1,0,0,4,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,2.9,0,0,0,1,0,0
Irandam Ulagam,2013,tt3107246,225388,0,0,1,2,2,2,1,3,1,3,,,,,,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antboy,2013,tt2436046,223306,9,3,9,10,14,15,8,5,6,23,,,,,,66,2.2,0,0,1,8,7,0,5,3,0,0,0,0,0,0,19,3.4,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Turning,2013,tt2322641,222440,9,4,5,10,13,11,5,2,6,6,,,,,,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Violette,2013,tt2976920,193112,12,11,28,35,10,5,5,4,2,3,,,,,,478,2.6,18,36,25,8,6,4,8,3.1,0,0,1,0,0,0,10,3.2,0,0,0,0,0,0,5,2.9,0,0,0,0,0,0,4,3,0,0,0,0,0,0
Angélique,2013,tt2776074,209768,4,1,4,5,4,3,0,0,2,4,,,,,,660,2.6,22,42,49,29,31,40,0,0,0,0,0,0,0,0,4,3.1,0,0,0,0,0,0,6,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
HairBrained,2013,tt1426363,226991,31,8,16,40,31,28,15,8,8,11,,,,,,19,2.6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Sweet Pepper Land,2013,tt2875926,224106,5,4,6,11,6,1,1,2,1,3,,,,,,778,4,11,73,33,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Patrol,2013,tt2101507,226173,5,0,5,8,7,21,20,12,9,28,,,,,,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Warriors,2013,tt2328745,222323,23,11,7,18,20,17,23,15,16,23,,,,,,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Christmas Candle,2013,tt2739338,224777,64,18,24,20,16,18,14,6,6,41,207,43,28,17,97,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Svengali,2013,tt2262175,203944,2,3,0,3,5,6,5,5,2,7,,,,,,29,2.7,0,0,2,1,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0
Suzanne,2013,tt2298416,204062,3,3,6,9,4,1,4,1,1,1,,,,,,1563,3.3,20,94,69,35,24,18,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,3,3.1,0,0,0,0,0,0
Biriyani,2013,tt2638104,225598,0,1,1,0,4,1,1,1,1,2,,,,,,6,3.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rambler,2013,tt2381355,221133,20,7,19,21,17,16,18,23,19,24,,,,,,7,2.9,0,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vic + Flo ont vu un ours,2013,tt2385882,217763,5,2,11,20,23,11,2,1,4,6,,,,,,51,2.7,2,0,3,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
Gerontophilia,2013,tt1815717,223803,6,6,10,10,10,1,4,2,4,10,,,,,,388,3.2,6,18,28,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Test,2013,tt2407380,223448,9,20,29,46,29,19,6,2,2,12,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.2,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0
